title,author_id,author_names,paper_year,citation_nums
Haptic search with the smart suction cup on adversarial objects,/citations?user=Y-o1GEQAAAAJ,J Lee,2023,20
Haptic search with the smart suction cup on adversarial objects,/citations?user=DoJvepkAAAAJ,SD Lee,2023,20
Haptic search with the smart suction cup on adversarial objects,/citations?user=drakQU4AAAAJ,TM Huh,2023,20
Advanced skills through multiple adversarial motion priors in reinforcement learning,/citations?user=W7PnUfUAAAAJ,M Bjelonic,2022,108
Advanced skills through multiple adversarial motion priors in reinforcement learning,/citations?user=-3pMVPUAAAAJ,V Klemm,2022,108
Advanced skills through multiple adversarial motion priors in reinforcement learning,/citations?user=1kKJYVIAAAAJ,N Rudin,2022,108
Advanced skills through multiple adversarial motion priors in reinforcement learning,/citations?user=6Htb7swAAAAJ,J Lee,2022,108
Shapeadv: Generating shape-aware adversarial 3d point clouds,/citations?user=6wwWRdEAAAAJ,K Lee,2020,48
Shapeadv: Generating shape-aware adversarial 3d point clouds,/citations?user=xfskSZEAAAAJ,X Yan,2020,48
Shapeadv: Generating shape-aware adversarial 3d point clouds,/citations?user=jyxO2akAAAAJ,R Urtasun,2020,48
Abnormal event detection and localization via adversarial event prediction,/citations?user=Dbl4T5gAAAAJ,J Yu,2021,112
Abnormal event detection and localization via adversarial event prediction,/citations?user=AzAVHUQAAAAJ,Y Lee,2021,112
Abnormal event detection and localization via adversarial event prediction,/citations?user=V_BRi4gAAAAJ,KC Yow,2021,112
Abnormal event detection and localization via adversarial event prediction,/citations?user=zfngGSkAAAAJ,M Jeon,2021,112
CEGAN: Classification Enhancement Generative Adversarial Networks for unraveling data imbalance problems,/citations?user=DMjDOYwAAAAJ,S Suh,2021,112
CEGAN: Classification Enhancement Generative Adversarial Networks for unraveling data imbalance problems,/citations?user=UX8qqSkAAAAJ,H Lee,2021,112
CEGAN: Classification Enhancement Generative Adversarial Networks for unraveling data imbalance problems,/citations?user=1FIyc9kAAAAJ,P Lukowicz,2021,112
CEGAN: Classification Enhancement Generative Adversarial Networks for unraveling data imbalance problems,/citations?user=f9Zu5CgAAAAJ,YO Lee,2021,112
[HTML][HTML] Road damage detection using super-resolution and semi-supervised learning with generative adversarial network,/citations?user=oGwg1rMAAAAJ,GC Cho,2022,128
Perturbations in the wild: Leveraging human-written text perturbations for realistic adversarial attack and defense,/citations?user=Fd8K7kAAAAAJ,T Le,2022,53
Perturbations in the wild: Leveraging human-written text perturbations for realistic adversarial attack and defense,/citations?user=iDFc3nAAAAAJ,J Lee,2022,53
Perturbations in the wild: Leveraging human-written text perturbations for realistic adversarial attack and defense,/citations?user=YnP8rS4AAAAJ,K Yen,2022,53
Perturbations in the wild: Leveraging human-written text perturbations for realistic adversarial attack and defense,/citations?user=lcOqJwMAAAAJ,Y Hu,2022,53
Perturbations in the wild: Leveraging human-written text perturbations for realistic adversarial attack and defense,/citations?user=MzL-WnEAAAAJ,D Lee,2022,53
Ltd: Low temperature distillation for robust adversarial training,/citations?user=xEXpS2AAAAAJ,EC Chen,2021,31
Ltd: Low temperature distillation for robust adversarial training,/citations?user=FoJPzwUAAAAJ,CR Lee,2021,31
[HTML][HTML] Score-guided generative adversarial networks,/citations?user=QNtOrigAAAAJ,M Lee,2022,24
[HTML][HTML] Score-guided generative adversarial networks,/citations?user=DThLlDYAAAAJ,J Seok,2022,24
Generative adversarial network with robust discriminator through multi-task learning for low-dose ct denoising,/citations?user=IWCufmgAAAAJ,S Kyung,2024,12
Generative adversarial network with robust discriminator through multi-task learning for low-dose ct denoising,/citations?user=3U-O25sAAAAJ,J Won,2024,12
Generative adversarial network with robust discriminator through multi-task learning for low-dose ct denoising,/citations?user=L1dNRYoAAAAJ,S Lee,2024,12
A framework for data-driven solution and parameter estimation of PDEs using conditional generative adversarial networks,/citations?user=rPzCVjEAAAAJ,D O'Malley,2021,110
A framework for data-driven solution and parameter estimation of PDEs using conditional generative adversarial networks,/citations?user=l2mDGNcAAAAJ,JN Fuhg,2021,110
A framework for data-driven solution and parameter estimation of PDEs using conditional generative adversarial networks,/citations?user=sR5IHFQAAAAJ,Y Choi,2021,110
A framework for data-driven solution and parameter estimation of PDEs using conditional generative adversarial networks,/citations?user=pv7xYS8AAAAJ,J Lee,2021,110
Generalized multiscale feature extraction for remaining useful life prediction of bearings with generative adversarial networks,/citations?user=DMjDOYwAAAAJ,S Suh,2022,100
Generalized multiscale feature extraction for remaining useful life prediction of bearings with generative adversarial networks,/citations?user=1FIyc9kAAAAJ,P Lukowicz,2022,100
Generalized multiscale feature extraction for remaining useful life prediction of bearings with generative adversarial networks,/citations?user=f9Zu5CgAAAAJ,YO Lee,2022,100
Systematic review for AI-based language learning tools,/citations?user=FS31o28AAAAJ,JH Woo,2021,177
Systematic review for AI-based language learning tools,/citations?user=j3ck5XUAAAAJ,H Choi,2021,177
An updated review on use of L1 in foreign language classrooms,/citations?user=-AzpqIIAAAAJ,JY Shin,2020,200
An updated review on use of L1 in foreign language classrooms,/citations?user=hBiEkb8AAAAJ,Y Choi,2020,200
A systematic review of research on speech-recognition chatbots for language learning: Implications for future directions in the era of large language models,/citations?user=bOJORNwAAAAJ,J Jeon,2024,167
A systematic review of research on speech-recognition chatbots for language learning: Implications for future directions in the era of large language models,/citations?user=TiP2POgAAAAJ,S Lee,2024,167
A systematic review of research on speech-recognition chatbots for language learning: Implications for future directions in the era of large language models,/citations?user=BZMiD18AAAAJ,S Choi,2024,167
Whereof one cannot speak: how language and capture of visual attention interact,/citations?user=tOJRutsAAAAJ,U Ansorge,2020,20
KorNLI and KorSTS: New benchmark datasets for Korean natural language understanding,/citations?user=71g2MrUAAAAJ,YJ Choe,2020,148
KorNLI and KorSTS: New benchmark datasets for Korean natural language understanding,/citations?user=jpjIA5gAAAAJ,H Soh,2020,148
Realtoxicityprompts: Evaluating neural toxic degeneration in language models,/citations?user=xMOPRkQAAAAJ,S Gehman,2020,1654
Realtoxicityprompts: Evaluating neural toxic degeneration in language models,/citations?user=CJIKhNIAAAAJ,S Gururangan,2020,1654
Realtoxicityprompts: Evaluating neural toxic degeneration in language models,/citations?user=gFN4QUYAAAAJ,M Sap,2020,1654
Realtoxicityprompts: Evaluating neural toxic degeneration in language models,/citations?user=vhP-tlcAAAAJ,Y Choi,2020,1654
Oscar: Object-Semantics Aligned Pre-training for Vision-Language Tasks,/citations?user=fIlGZToAAAAJ,L Zhang,2020,2606
Oscar: Object-Semantics Aligned Pre-training for Vision-Language Tasks,/citations?user=cDcWXuIAAAAJ,L Wang,2020,2606
Oscar: Object-Semantics Aligned Pre-training for Vision-Language Tasks,/citations?user=LdyrWPAAAAAJ,H Hu,2020,2606
Oscar: Object-Semantics Aligned Pre-training for Vision-Language Tasks,/citations?user=wEfQgPgAAAAJ,L Dong,2020,2606
Oscar: Object-Semantics Aligned Pre-training for Vision-Language Tasks,/citations?user=G-V1VpwAAAAJ,F Wei,2020,2606
Oscar: Object-Semantics Aligned Pre-training for Vision-Language Tasks,/citations?user=vhP-tlcAAAAJ,Y Choi,2020,2606
Piqa: Reasoning about physical commonsense in natural language,/citations?user=bWoGh8UAAAAJ,Y Bisk,2020,2341
Piqa: Reasoning about physical commonsense in natural language,/citations?user=CFp3IakAAAAJ,R Zellers,2020,2341
Piqa: Reasoning about physical commonsense in natural language,/citations?user=CQ1cqKkAAAAJ,J Gao,2020,2341
Piqa: Reasoning about physical commonsense in natural language,/citations?user=vhP-tlcAAAAJ,Y Choi,2020,2341
Rewardbench: Evaluating reward models for language modeling,/citations?user=IqcCDXkAAAAJ,N Dziri,2025,414
Rewardbench: Evaluating reward models for language modeling,/citations?user=qO38fRIAAAAJ,S Kumar,2025,414
Rewardbench: Evaluating reward models for language modeling,/citations?user=uE5dFBMAAAAJ,T Zick,2025,414
Rewardbench: Evaluating reward models for language modeling,/citations?user=vhP-tlcAAAAJ,Y Choi,2025,414
Legalbench: A collaboratively built benchmark for measuring legal reasoning in large language models,/citations?user=3eTAvtEAAAAJ,J Nudell,2023,416
Legalbench: A collaboratively built benchmark for measuring legal reasoning in large language models,/citations?user=qJ8iricAAAAJ,J Niklaus,2023,416
Legalbench: A collaboratively built benchmark for measuring legal reasoning in large language models,/citations?user=uTmgFB0AAAAJ,J Nay,2023,416
Legalbench: A collaboratively built benchmark for measuring legal reasoning in large language models,/citations?user=KRd1O7gAAAAJ,J Choi,2023,416
Vinvl: Revisiting visual representations in vision-language models,/citations?user=Cl9byD8AAAAJ,J Yang,2021,1346
Vinvl: Revisiting visual representations in vision-language models,/citations?user=fIlGZToAAAAJ,L Zhang,2021,1346
Vinvl: Revisiting visual representations in vision-language models,/citations?user=cDcWXuIAAAAJ,L Wang,2021,1346
Vinvl: Revisiting visual representations in vision-language models,/citations?user=vhP-tlcAAAAJ,Y Choi,2021,1346
TyDi QA: A Benchmark for Information-Seeking Question Answering in Typologically Diverse Languages,/citations?user=WfWxwlIAAAAJ,JH Clark,2020,728
TyDi QA: A Benchmark for Information-Seeking Question Answering in Typologically Diverse Languages,/citations?user=6wulN88AAAAJ,E Choi,2020,728
TyDi QA: A Benchmark for Information-Seeking Question Answering in Typologically Diverse Languages,/citations?user=DxoenfgAAAAJ,M Collins,2020,728
TyDi QA: A Benchmark for Information-Seeking Question Answering in Typologically Diverse Languages,/citations?user=tT9mhNMAAAAJ,D Garrette,2020,728
Quantifying Language Models' Sensitivity to Spurious Features in Prompt Design or: How I learned to start worrying about prompt formatting,/citations?user=4uNPtZgAAAAJ,M Sclar,2023,579
Quantifying Language Models' Sensitivity to Spurious Features in Prompt Design or: How I learned to start worrying about prompt formatting,/citations?user=vhP-tlcAAAAJ,Y Choi,2023,579
Quantifying Language Models' Sensitivity to Spurious Features in Prompt Design or: How I learned to start worrying about prompt formatting,/citations?user=SEDPkrsAAAAJ,Y Tsvetkov,2023,579
Quantifying Language Models' Sensitivity to Spurious Features in Prompt Design or: How I learned to start worrying about prompt formatting,/citations?user=daslsUkAAAAJ,A Suhr,2023,579
Foundational challenges in assuring alignment and safety of large language models,/citations?user=ijH0-a8AAAAJ,F Tramer,2024,268
Foundational challenges in assuring alignment and safety of large language models,/citations?user=K-isjagAAAAJ,H He,2024,268
Foundational challenges in assuring alignment and safety of large language models,/citations?user=4iG4IC4AAAAJ,A Kasirzadeh,2024,268
Foundational challenges in assuring alignment and safety of large language models,/citations?user=vhP-tlcAAAAJ,Y Choi,2024,268
Social bias frames: Reasoning about social and power implications of language,/citations?user=smd19iIAAAAJ,L Qin,2020,633
Social bias frames: Reasoning about social and power implications of language,/citations?user=uZg9l58AAAAJ,D Jurafsky,2020,633
Social bias frames: Reasoning about social and power implications of language,/citations?user=TjdFs3EAAAAJ,NA Smith,2020,633
Social bias frames: Reasoning about social and power implications of language,/citations?user=vhP-tlcAAAAJ,Y Choi,2020,633
Symbolic knowledge distillation: from general language models to commonsense models,/citations?user=8dXLDSsAAAAJ,R Le Bras,2022,393
Symbolic knowledge distillation: from general language models to commonsense models,/citations?user=ssYPSmkAAAAJ,X Lu,2022,393
Symbolic knowledge distillation: from general language models to commonsense models,/citations?user=Ac6n5pQAAAAJ,S Welleck,2022,393
Symbolic knowledge distillation: from general language models to commonsense models,/citations?user=vhP-tlcAAAAJ,Y Choi,2022,393
Merlot reserve: Neural script knowledge through vision and language and sound,/citations?user=SxQQ1msAAAAJ,J Hessel,2022,325
Merlot reserve: Neural script knowledge through vision and language and sound,/citations?user=jeOFRDsAAAAJ,A Farhadi,2022,325
Merlot reserve: Neural script knowledge through vision and language and sound,/citations?user=vhP-tlcAAAAJ,Y Choi,2022,325
Annotators with attitudes: How annotator beliefs and identities bias toxic language detection,/citations?user=bLto52AAAAAJ,L Vianna,2022,350
Annotators with attitudes: How annotator beliefs and identities bias toxic language detection,/citations?user=CKyX_Y8AAAAJ,X Zhou,2022,350
Annotators with attitudes: How annotator beliefs and identities bias toxic language detection,/citations?user=vhP-tlcAAAAJ,Y Choi,2022,350
We're afraid language models aren't modeling ambiguity,/citations?user=yni3K9wAAAAJ,A Koller,2023,157
We're afraid language models aren't modeling ambiguity,/citations?user=3uTVQt0AAAAJ,S Swayamdipta,2023,157
We're afraid language models aren't modeling ambiguity,/citations?user=TjdFs3EAAAAJ,NA Smith,2023,157
We're afraid language models aren't modeling ambiguity,/citations?user=vhP-tlcAAAAJ,Y Choi,2023,157
Flame: Free-form language-based motion synthesis & editing,/citations?user=axGdOGIAAAAJ,J Kim,2023,273
Flame: Free-form language-based motion synthesis & editing,/citations?user=T3-0OQ8AAAAJ,S Choi,2023,273
[HTML][HTML] ChatGPT goes to the operating room: evaluating GPT-4 performance and its potential in surgical education and training in the era of large language models,/citations?user=b0OclDEAAAAJ,N Oh,2023,216
Clever hans or neural theory of mind? stress testing social reasoning in large language models,/citations?user=zVTaH-YAAAAJ,M Levy,2024,218
Clever hans or neural theory of mind? stress testing social reasoning in large language models,/citations?user=2DDkCP8AAAAJ,SH Alavi,2024,218
Clever hans or neural theory of mind? stress testing social reasoning in large language models,/citations?user=CKyX_Y8AAAAJ,X Zhou,2024,218
Clever hans or neural theory of mind? stress testing social reasoning in large language models,/citations?user=vhP-tlcAAAAJ,Y Choi,2024,218
Large language models meet collaborative filtering: An efficient all-round llm-based recommender system,/citations?user=qD5z_WkAAAAJ,S Kim,2024,173
Large language models meet collaborative filtering: An efficient all-round llm-based recommender system,/citations?user=dko2eoEAAAAJ,H Kang,2024,173
Large language models meet collaborative filtering: An efficient all-round llm-based recommender system,/citations?user=QtyVqU0AAAAJ,S Choi,2024,173
Large language models meet collaborative filtering: An efficient all-round llm-based recommender system,/citations?user=MSDZK6kAAAAJ,D Kim,2024,173
Large language models meet collaborative filtering: An efficient all-round llm-based recommender system,/citations?user=3dQsidcAAAAJ,M Yang,2024,173
Kmmlu: Measuring massive multitask language understanding in korean,/citations?user=xKrSnDoAAAAJ,S Kim,2025,78
Kmmlu: Measuring massive multitask language understanding in korean,/citations?user=ZNg3w8wAAAAJ,S Kim,2025,78
Kmmlu: Measuring massive multitask language understanding in korean,/citations?user=Me0IoRMAAAAJ,N Muennighoff,2025,78
Kmmlu: Measuring massive multitask language understanding in korean,/citations?user=s1PCFuoAAAAJ,T Choi,2025,78
Personalized soups: Personalized large language model alignment via post-hoc parameter merging,/citations?user=SxQQ1msAAAAJ,J Hessel,2023,204
Personalized soups: Personalized large language model alignment via post-hoc parameter merging,/citations?user=UjpbO6IAAAAJ,L Zettlemoyer,2023,204
Personalized soups: Personalized large language model alignment via post-hoc parameter merging,/citations?user=LOV6_WIAAAAJ,H Hajishirzi,2023,204
Personalized soups: Personalized large language model alignment via post-hoc parameter merging,/citations?user=vhP-tlcAAAAJ,Y Choi,2023,204
Do embodied agents dream of pixelated sheep: Embodied decision making using language guided world modelling,/citations?user=2yaiWZ8AAAAJ,P Ammanabrolu,2023,125
Do embodied agents dream of pixelated sheep: Embodied decision making using language guided world modelling,/citations?user=daslsUkAAAAJ,A Suhr,2023,125
Do embodied agents dream of pixelated sheep: Embodied decision making using language guided world modelling,/citations?user=vhP-tlcAAAAJ,Y Choi,2023,125
Tapping into non-English-language science for the conservation of global biodiversity,/citations?user=fnctWRYAAAAJ,S Bertolino,2021,235
Tapping into non-English-language science for the conservation of global biodiversity,/citations?user=T2sNVzIAAAAJ,AJ Bladon,2021,235
Tapping into non-English-language science for the conservation of global biodiversity,/citations?user=igkfWcYAAAAJ,CY Choi,2021,235
A survey on integration of large language models with intelligent robots,/citations?user=NsNnSNYAAAAJ,Y Kim,2024,102
A survey on integration of large language models with intelligent robots,/citations?user=Hbb9XlEAAAAJ,D Kim,2024,102
A survey on integration of large language models with intelligent robots,/citations?user=7BHY-McAAAAJ,J Choi,2024,102
A survey on integration of large language models with intelligent robots,/citations?user=YXjaSZoAAAAJ,J Park,2024,102
A survey on integration of large language models with intelligent robots,/citations?user=-OcdEJgAAAAJ,N Oh,2024,102
A survey on integration of large language models with intelligent robots,/citations?user=5mWSk04AAAAJ,D Park,2024,102
Reframing instructional prompts to gptk's language,/citations?user=-7LK2SwAAAAJ,S Mishra,2022,263
Reframing instructional prompts to gptk's language,/citations?user=pK2kQvgAAAAJ,D Khashabi,2022,263
Reframing instructional prompts to gptk's language,/citations?user=9Yd716IAAAAJ,C Baral,2022,263
Reframing instructional prompts to gptk's language,/citations?user=vhP-tlcAAAAJ,Y Choi,2022,263
"Is reinforcement learning (not) for natural language processing: Benchmarks, baselines, and building blocks for natural language policy optimization",/citations?user=4jBgqpcAAAAJ,R Sifa,2022,138
"Is reinforcement learning (not) for natural language processing: Benchmarks, baselines, and building blocks for natural language policy optimization",/citations?user=f9iP-80AAAAJ,C Bauckhage,2022,138
"Is reinforcement learning (not) for natural language processing: Benchmarks, baselines, and building blocks for natural language policy optimization",/citations?user=LOV6_WIAAAAJ,H Hajishirzi,2022,138
"Is reinforcement learning (not) for natural language processing: Benchmarks, baselines, and building blocks for natural language policy optimization",/citations?user=vhP-tlcAAAAJ,Y Choi,2022,138
The creation and detection of deepfakes: A survey,/citations?user=A0LUsmUAAAAJ,Y Mirsky,2021,1107
The creation and detection of deepfakes: A survey,/citations?user=nfkH5V4AAAAJ,W Lee,2021,1107
A survey of modern deep learning based object detection models,/citations?user=WYthhycAAAAJ,MS Ansari,2022,1267
A survey of modern deep learning based object detection models,/citations?user=bfXlzuMAAAAJ,A Aslam,2022,1267
A survey of modern deep learning based object detection models,/citations?user=aNEhH-kAAAAJ,N Kanwal,2022,1267
A survey of modern deep learning based object detection models,/citations?user=lw6LYlgAAAAJ,M Asghar,2022,1267
A survey of modern deep learning based object detection models,/citations?user=OBFQ2ogAAAAJ,B Lee,2022,1267
Synthetic ratiometric fluorescent probes for detection of ions,/citations?user=wVcle04AAAAJ,SH Park,2020,905
Synthetic ratiometric fluorescent probes for detection of ions,/citations?user=XNv1tX0AAAAJ,N Kwon,2020,905
Detectgpt: Zero-shot machine-generated text detection using probability curvature,/citations?user=q77J4fgAAAAJ,E Mitchell,2023,935
Detectgpt: Zero-shot machine-generated text detection using probability curvature,/citations?user=BAAZ_ysAAAAJ,Y Lee,2023,935
Rapid detection of COVID-19 causative virus (SARS-CoV-2) in human nasopharyngeal swab specimens using field-effect transistor-based biosensor,/citations?user=4_XQ7m8AAAAJ,G Lee,2020,1974
[HTML][HTML] Sensitive and specific multi-cancer detection and localization using methylation signatures in cell-free DNA,/citations?user=8ZV4MUIAAAAJ,K Rieger-Christ,2020,1410
A foundation model for generalizable disease detection from retinal images,/citations?user=rkBcFDoAAAAJ,P Woodward-Court,2023,790
A foundation model for generalizable disease detection from retinal images,/citations?user=p1dZ5qgAAAAJ,Y Kihara,2023,790
A foundation model for generalizable disease detection from retinal images,/citations?user=KnZqojYAAAAJ,AY Lee,2023,790
A holistic approach to undesired content detection in the real world,/citations?user=2YPsbFMAAAAJ,C Zhang,2023,365
A holistic approach to undesired content detection in the real world,/citations?user=8UZIqcoAAAAJ,S Agarwal,2023,365
Towards universal fake image detectors that generalize across generative models,/citations?user=QGdSgfoAAAAJ,U Ojha,2023,498
Towards universal fake image detectors that generalize across generative models,/citations?user=ZphbAXEAAAAJ,Y Li,2023,498
Towards universal fake image detectors that generalize across generative models,/citations?user=4GTpCxcAAAAJ,YJ Lee,2023,498
AI for radiographic COVID-19 detection selects shortcuts over signal,/citations?user=N-mDVdkAAAAJ,AJ DeGrave,2021,739
AI for radiographic COVID-19 detection selects shortcuts over signal,/citations?user=lqS_ONoAAAAJ,JD Janizek,2021,739
AI for radiographic COVID-19 detection selects shortcuts over signal,/citations?user=3ifikJ0AAAAJ,SI Lee,2021,739
Probabilistic anchor assignment with iou prediction for object detection,/citations?user=YVTbKRgAAAAJ,K Kim,2020,584
Probabilistic anchor assignment with iou prediction for object detection,/citations?user=EQPEliwAAAAJ,HS Lee,2020,584
Detection of air and surface contamination by SARS-CoV-2 in hospital rooms of infected patients,/citations?user=Q5oBVJgAAAAJ,PH Lee,2020,1054
Rapid pathogen detection by metagenomic next-generation sequencing of infected body fluids,/citations?user=rKRms_wAAAAJ,W Gu,2021,644
Rapid pathogen detection by metagenomic next-generation sequencing of infected body fluids,/citations?user=O_0SFOoAAAAJ,X Deng,2021,644
Rapid pathogen detection by metagenomic next-generation sequencing of infected body fluids,/citations?user=a_q0Ji8AAAAJ,D Stryke,2021,644
A simple semi-supervised learning framework for object detection,/citations?user=VxpypngAAAAJ,K Sohn,2020,669
A simple semi-supervised learning framework for object detection,/citations?user=lGrbH60AAAAJ,Z Zhang,2020,669
A simple semi-supervised learning framework for object detection,/citations?user=vqHIt_sAAAAJ,CL Li,2020,669
A simple semi-supervised learning framework for object detection,/citations?user=cxEoVL4AAAAJ,H Zhang,2020,669
A simple semi-supervised learning framework for object detection,/citations?user=uWPUSEgAAAAJ,CY Lee,2020,669
ASVspoof 2021: accelerating progress in spoofed and deepfake speech detection,/citations?user=uWkXzXMAAAAJ,J Patino,2021,530
ASVspoof 2021: accelerating progress in spoofed and deepfake speech detection,/citations?user=Xou0DaUAAAAJ,X Liu,2021,530
ASVspoof 2021: accelerating progress in spoofed and deepfake speech detection,/citations?user=SZegiA4AAAAJ,KA Lee,2021,530
[HTML][HTML] Deep fake image detection based on pairwise learning,/citations?user=mIWRYc4AAAAJ,CC Hsu,2020,358
"[HTML][HTML] Changes in cancer detection and false-positive recall in mammography using artificial intelligence: a retrospective, multireader study",/citations?user=CIHzrhIAAAAJ,KH Kim,2020,581
"[HTML][HTML] Changes in cancer detection and false-positive recall in mammography using artificial intelligence: a retrospective, multireader study",/citations?user=X80LobMAAAAJ,K Han,2020,581
"[HTML][HTML] Changes in cancer detection and false-positive recall in mammography using artificial intelligence: a retrospective, multireader study",/citations?user=3VwSbcoAAAAJ,H Nam,2020,581
Detection of microplastics in human colectomy specimens,/citations?user=uWp5o-sAAAAJ,N Mustaffa,2021,557
Detection of microplastics in human colectomy specimens,/citations?user=qM8OlMoAAAAJ,SE Tuan Sharif,2021,557
Detection of microplastics in human colectomy specimens,/citations?user=-06jZxcAAAAJ,YY Lee,2021,557
CoroDet: A deep learning based classification for COVID-19 detection using chest X-ray images,/citations?user=9E-oFHAAAAAJ,E Hussain,2021,540
CoroDet: A deep learning based classification for COVID-19 detection using chest X-ray images,/citations?user=siyDdRoAAAAJ,M Hasan,2021,540
CoroDet: A deep learning based classification for COVID-19 detection using chest X-ray images,/citations?user=lfhCzHMAAAAJ,MA Rahman,2021,540
